SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22019,1610612744,GSW,Golden State Warriors,21900783,08/02/2020,GSW vs. LAL,L,238,120,46,89,0.517,13,32,0.406,15,23,0.652,8,25,33,31,15,6,18,27,-5
22019,1610612744,GSW,Golden State Warriors,21900757,05/02/2020,GSW @ BKN,L,241,88,35,96,0.365,5,39,0.128,13,18,0.722,7,27,34,20,6,7,7,14,-41
22019,1610612744,GSW,Golden State Warriors,21900744,03/02/2020,GSW @ WAS,W,241,125,43,87,0.494,15,30,0.5,24,31,0.774,12,32,44,31,8,6,14,25,8
22019,1610612744,GSW,Golden State Warriors,21900730,01/02/2020,GSW @ CLE,W,242,131,48,90,0.533,18,35,0.514,17,19,0.895,10,34,44,39,11,10,11,16,19
22019,1610612744,GSW,Golden State Warriors,21900717,30/01/2020,GSW @ BOS,L,239,104,33,77,0.429,12,39,0.308,26,30,0.867,3,27,30,24,11,6,16,19,-15
22019,1610612744,GSW,Golden State Warriors,21900702,28/01/2020,GSW @ PHI,L,239,104,37,87,0.425,15,40,0.375,15,21,0.714,6,34,40,29,6,3,13,24,-11
22019,1610612744,GSW,Golden State Warriors,21900679,24/01/2020,GSW vs. IND,L,241,118,40,82,0.488,19,39,0.487,19,23,0.826,7,31,38,31,6,3,20,16,-11
22019,1610612744,GSW,Golden State Warriors,21900665,22/01/2020,GSW vs. UTA,L,241,96,35,88,0.398,6,23,0.261,20,24,0.833,11,26,37,20,5,5,8,23,-33
22019,1610612744,GSW,Golden State Warriors,21900652,20/01/2020,GSW @ POR,L,265,124,48,116,0.414,9,36,0.25,19,22,0.864,19,41,60,30,7,5,9,25,-5
22019,1610612744,GSW,Golden State Warriors,21900634,18/01/2020,GSW vs. ORL,W,241,109,43,94,0.457,12,40,0.3,11,11,1,7,37,44,25,9,2,10,13,14
22019,1610612744,GSW,Golden State Warriors,21900617,16/01/2020,GSW vs. DEN,L,265,131,42,95,0.442,20,45,0.444,27,31,0.871,10,32,42,36,12,6,18,20,-3
22019,1610612744,GSW,Golden State Warriors,21900602,14/01/2020,GSW vs. DAL,L,239,97,39,87,0.448,9,32,0.281,10,13,0.769,7,29,36,27,4,1,14,16,-27
22019,1610612744,GSW,Golden State Warriors,21900588,12/01/2020,GSW @ MEM,L,241,102,35,92,0.38,17,34,0.5,15,21,0.714,12,35,47,23,11,6,22,18,-20
22019,1610612744,GSW,Golden State Warriors,21900576,10/01/2020,GSW @ LAC,L,241,100,37,96,0.385,8,39,0.205,18,25,0.72,13,33,46,28,9,1,10,22,-9
22019,1610612744,GSW,Golden State Warriors,21900562,08/01/2020,GSW vs. MIL,L,239,98,33,87,0.379,15,38,0.395,17,20,0.85,12,40,52,29,7,4,18,30,-9
22019,1610612744,GSW,Golden State Warriors,21900547,06/01/2020,GSW @ SAC,L,240,98,34,86,0.395,5,26,0.192,25,32,0.781,10,34,44,19,13,4,17,18,-13
22019,1610612744,GSW,Golden State Warriors,21900532,04/01/2020,GSW vs. DET,L,240,104,33,82,0.402,11,21,0.524,27,32,0.844,11,31,42,26,13,3,14,19,-7
22019,1610612744,GSW,Golden State Warriors,21900512,02/01/2020,GSW @ MIN,L,238,84,33,77,0.429,3,20,0.15,15,21,0.714,7,36,43,20,9,1,16,20,-15
22019,1610612744,GSW,Golden State Warriors,21900502,31/12/2019,GSW @ SAS,L,266,113,44,96,0.458,12,27,0.444,13,18,0.722,9,35,44,31,5,6,8,14,-4
22019,1610612744,GSW,Golden State Warriors,21900482,28/12/2019,GSW vs. DAL,L,240,121,45,93,0.484,18,39,0.462,13,17,0.765,9,33,42,28,4,3,13,19,-20
22019,1610612744,GSW,Golden State Warriors,21900471,27/12/2019,GSW vs. PHX,W,239,105,38,92,0.413,9,27,0.333,20,25,0.8,11,30,41,22,10,5,10,17,9
22019,1610612744,GSW,Golden State Warriors,21900457,25/12/2019,GSW vs. HOU,W,239,116,41,87,0.471,9,28,0.321,25,28,0.893,11,43,54,27,7,8,16,18,12
22019,1610612744,GSW,Golden State Warriors,21900454,23/12/2019,GSW vs. MIN,W,239,113,38,87,0.437,12,30,0.4,25,30,0.833,13,42,55,27,11,6,19,27,9
22019,1610612744,GSW,Golden State Warriors,21900429,20/12/2019,GSW vs. NOP,W,242,106,36,83,0.434,10,33,0.303,24,25,0.96,10,37,47,25,10,4,17,24,4
22019,1610612744,GSW,Golden State Warriors,21900415,18/12/2019,GSW @ POR,L,240,112,41,103,0.398,16,38,0.421,14,23,0.609,17,33,50,24,7,7,8,23,-10
22019,1610612744,GSW,Golden State Warriors,21900393,15/12/2019,GSW vs. SAC,L,240,79,30,76,0.395,6,25,0.24,13,18,0.722,7,18,25,24,14,1,20,17,-21
22019,1610612744,GSW,Golden State Warriors,21900379,13/12/2019,GSW @ UTA,L,240,106,41,91,0.451,9,29,0.31,15,22,0.682,14,34,48,19,9,7,12,26,-8
22019,1610612744,GSW,Golden State Warriors,21900366,11/12/2019,GSW vs. NYK,L,264,122,45,104,0.433,10,37,0.27,22,30,0.733,14,32,46,27,10,6,8,25,-2
22019,1610612744,GSW,Golden State Warriors,21900351,09/12/2019,GSW vs. MEM,L,239,102,35,93,0.376,11,27,0.407,21,25,0.84,10,36,46,23,10,6,15,21,-8
22019,1610612744,GSW,Golden State Warriors,21900325,06/12/2019,GSW @ CHI,W,240,100,38,71,0.535,9,24,0.375,15,22,0.682,6,33,39,24,9,4,19,19,2
22019,1610612744,GSW,Golden State Warriors,21900306,04/12/2019,GSW @ CHA,L,240,91,36,78,0.462,9,23,0.391,10,15,0.667,6,31,37,18,7,3,16,12,-15
22019,1610612744,GSW,Golden State Warriors,21900295,02/12/2019,GSW @ ATL,L,241,79,33,83,0.398,3,17,0.176,10,12,0.833,18,28,46,17,11,8,23,20,-25
22019,1610612744,GSW,Golden State Warriors,21900290,01/12/2019,GSW @ ORL,L,240,96,36,91,0.396,6,23,0.261,18,23,0.783,15,31,46,21,6,5,10,17,-4
22019,1610612744,GSW,Golden State Warriors,21900273,29/11/2019,GSW @ MIA,L,239,105,30,77,0.39,10,28,0.357,35,40,0.875,5,26,31,19,4,3,9,23,-17
22019,1610612744,GSW,Golden State Warriors,21900266,27/11/2019,GSW vs. CHI,W,240,104,37,81,0.457,11,29,0.379,19,26,0.731,13,41,54,31,12,9,20,17,14
22019,1610612744,GSW,Golden State Warriors,21900250,25/11/2019,GSW vs. OKC,L,239,97,37,89,0.416,9,20,0.45,14,16,0.875,9,32,41,27,10,7,12,17,-3
22019,1610612744,GSW,Golden State Warriors,21900223,22/11/2019,GSW @ UTA,L,240,109,43,94,0.457,12,28,0.429,11,12,0.917,6,31,37,28,11,3,8,18,-4
22019,1610612744,GSW,Golden State Warriors,21900208,20/11/2019,GSW @ DAL,L,239,94,35,90,0.389,8,27,0.296,16,25,0.64,9,25,34,18,7,5,9,16,-48
22019,1610612744,GSW,Golden State Warriors,21900198,19/11/2019,GSW @ MEM,W,241,114,43,90,0.478,9,29,0.31,19,22,0.864,11,40,51,33,5,10,14,24,19
22019,1610612744,GSW,Golden State Warriors,21900187,17/11/2019,GSW @ NOP,L,241,100,37,91,0.407,7,25,0.28,19,23,0.826,9,34,43,23,7,3,10,19,-8
22019,1610612744,GSW,Golden State Warriors,21900173,15/11/2019,GSW vs. BOS,L,241,100,34,82,0.415,5,28,0.179,27,34,0.794,12,43,55,17,8,4,19,19,-5
22019,1610612744,GSW,Golden State Warriors,21900159,13/11/2019,GSW @ LAL,L,241,94,36,89,0.404,9,35,0.257,13,17,0.765,10,23,33,29,8,7,17,14,-26
22019,1610612744,GSW,Golden State Warriors,21900144,11/11/2019,GSW vs. UTA,L,240,108,45,94,0.479,10,31,0.323,8,14,0.571,8,36,44,23,8,2,10,24,-14
22019,1610612744,GSW,Golden State Warriors,21900131,09/11/2019,GSW @ OKC,L,239,108,42,85,0.494,7,22,0.318,17,17,1,6,28,34,22,9,6,15,18,-6
22019,1610612744,GSW,Golden State Warriors,21900120,08/11/2019,GSW @ MIN,L,265,119,43,103,0.417,10,35,0.286,23,24,0.958,13,36,49,18,12,9,20,26,-6
22019,1610612744,GSW,Golden State Warriors,21900107,06/11/2019,GSW @ HOU,L,241,112,38,96,0.396,13,33,0.394,23,28,0.821,16,35,51,22,7,1,10,12,-17
22019,1610612744,GSW,Golden State Warriors,21900096,04/11/2019,GSW vs. POR,W,241,127,42,86,0.488,10,26,0.385,33,36,0.917,8,39,47,28,4,4,10,17,9
22019,1610612744,GSW,Golden State Warriors,21900083,02/11/2019,GSW vs. CHA,L,241,87,34,77,0.442,9,28,0.321,10,13,0.769,5,35,40,23,5,5,18,22,-6
22019,1610612744,GSW,Golden State Warriors,21900076,01/11/2019,GSW vs. SAS,L,240,110,39,84,0.464,13,28,0.464,19,21,0.905,7,32,39,25,4,2,11,22,-17
22019,1610612744,GSW,Golden State Warriors,21900065,30/10/2019,GSW vs. PHX,L,240,110,36,82,0.439,8,28,0.286,30,36,0.833,7,36,43,24,8,6,18,22,-11
22019,1610612744,GSW,Golden State Warriors,21900047,28/10/2019,GSW @ NOP,W,240,134,51,104,0.49,14,35,0.4,18,24,0.75,19,42,61,37,8,2,18,22,11
22019,1610612744,GSW,Golden State Warriors,21900036,27/10/2019,GSW @ OKC,L,239,92,30,92,0.326,5,33,0.152,27,31,0.871,12,27,39,17,13,2,14,15,-28
22019,1610612744,GSW,Golden State Warriors,21900016,24/10/2019,GSW vs. LAC,L,238,122,39,99,0.394,15,42,0.357,29,30,0.967,15,27,42,27,7,0,13,21,-19
12019,1610612744,GSW,Golden State Warriors,11900079,18/10/2019,GSW vs. LAL,W,241,124,38,93,0.409,18,46,0.391,30,37,0.811,19,37,56,24,15,6,17,32,21
12019,1610612744,GSW,Golden State Warriors,11900068,16/10/2019,GSW @ LAL,L,241,93,31,85,0.365,7,33,0.212,24,27,0.889,9,25,34,10,9,3,18,20,-33
12019,1610612744,GSW,Golden State Warriors,11900058,14/10/2019,GSW @ LAL,L,240,98,34,94,0.362,9,36,0.25,21,23,0.913,16,30,46,22,12,10,21,28,-6
12019,1610612744,GSW,Golden State Warriors,11900035,10/10/2019,GSW vs. MIN,W,238,143,50,95,0.526,19,37,0.514,24,27,0.889,10,40,50,34,9,11,21,28,20
12019,1610612744,GSW,Golden State Warriors,11900006,05/10/2019,GSW vs. LAL,L,240,101,35,89,0.393,11,42,0.262,20,26,0.769,10,37,47,20,10,2,16,27,-22
22019,1610612744,GSW,Golden State Warriors,1521900066,12/07/2019,GSW vs. LAL,L,200,87,32,82,0.39,7,31,0.226,16,20,0.8,13,29,42,13,10,3,11,21,3.2
22019,1610612744,GSW,Golden State Warriors,1521900058,10/07/2019,GSW @ DEN,W,201,73,29,66,0.439,2,15,0.133,13,15,0.867,7,27,34,10,11,7,20,20,-8
22019,1610612744,GSW,Golden State Warriors,1521900039,08/07/2019,GSW @ LAL,W,200,88,32,74,0.432,6,28,0.214,18,29,0.621,8,29,37,21,10,4,13,22,8
22019,1610612744,GSW,Golden State Warriors,1521900020,07/07/2019,GSW vs. TOR,W,201,80,28,70,0.4,12,27,0.444,12,13,0.923,6,37,43,18,8,3,20,25,10
22019,1610612744,GSW,Golden State Warriors,1521900007,05/07/2019,GSW vs. CHA,L,200,85,33,85,0.388,11,40,0.275,8,9,0.889,8,28,36,19,9,3,13,15,-8
22019,1610612744,GSW,Golden State Warriors,1321900005,03/07/2019,GSW vs. MIA,L,240,65,24,65,0.369,5,18,0.278,12,15,0.8,10,27,37,11,5,3,21,19,-6
22019,1610612744,GSW,Golden State Warriors,1321900003,02/07/2019,GSW vs. LAL,L,242,90,30,66,0.455,9,24,0.375,21,31,0.677,9,22,31,18,9,6,20,19,-7.6
22019,1610612744,GSW,Golden State Warriors,1321900002,01/07/2019,GSW @ SAC,L,240,77,27,65,0.415,6,28,0.214,17,24,0.708,7,29,36,13,7,4,17,25,-4
42018,1610612744,GSW,Golden State Warriors,41800406,13/06/2019,GSW vs. TOR,L,240,110,39,80,0.488,11,31,0.355,21,30,0.7,11,31,42,28,9,6,16,23,-4
42018,1610612744,GSW,Golden State Warriors,41800405,10/06/2019,GSW @ TOR,W,240,106,38,82,0.463,20,42,0.476,10,14,0.714,6,31,37,27,5,7,15,22,1
42018,1610612744,GSW,Golden State Warriors,41800404,07/06/2019,GSW vs. TOR,L,241,92,35,78,0.449,8,27,0.296,14,21,0.667,8,34,42,26,6,6,17,23,-13
42018,1610612744,GSW,Golden State Warriors,41800403,05/06/2019,GSW vs. TOR,L,241,109,36,91,0.396,12,36,0.333,25,30,0.833,13,28,41,25,8,3,14,21,-14
42018,1610612744,GSW,Golden State Warriors,41800402,02/06/2019,GSW @ TOR,W,240,109,38,82,0.463,13,34,0.382,20,23,0.87,6,36,42,34,7,5,15,26,5
42018,1610612744,GSW,Golden State Warriors,41800401,30/05/2019,GSW @ TOR,L,239,109,34,78,0.436,12,31,0.387,29,31,0.935,9,29,38,29,6,2,16,27,-9
42018,1610612744,GSW,Golden State Warriors,41800314,20/05/2019,GSW @ POR,W,264,119,46,99,0.465,12,39,0.308,15,19,0.789,15,41,56,30,10,5,15,17,2
42018,1610612744,GSW,Golden State Warriors,41800313,18/05/2019,GSW @ POR,W,239,110,41,84,0.488,8,26,0.308,20,23,0.87,7,42,49,27,9,5,13,24,11
42018,1610612744,GSW,Golden State Warriors,41800312,16/05/2019,GSW vs. POR,W,242,114,42,82,0.512,9,29,0.31,21,27,0.778,12,38,50,30,4,9,16,21,3
42018,1610612744,GSW,Golden State Warriors,41800311,14/05/2019,GSW vs. POR,W,240,116,42,84,0.5,17,33,0.515,15,18,0.833,11,31,42,30,13,8,14,24,22
42018,1610612744,GSW,Golden State Warriors,41800226,10/05/2019,GSW @ HOU,W,241,118,42,85,0.494,16,38,0.421,18,23,0.783,10,25,35,25,9,7,17,19,5
42018,1610612744,GSW,Golden State Warriors,41800225,08/05/2019,GSW vs. HOU,W,240,104,39,85,0.459,13,37,0.351,13,18,0.722,12,30,42,28,6,1,15,19,5
42018,1610612744,GSW,Golden State Warriors,41800224,06/05/2019,GSW @ HOU,L,239,108,42,90,0.467,8,33,0.242,16,23,0.696,8,35,43,24,6,2,11,21,-4
42018,1610612744,GSW,Golden State Warriors,41800223,04/05/2019,GSW @ HOU,L,266,121,42,95,0.442,14,33,0.424,23,29,0.793,7,28,35,27,6,6,8,22,-5
42018,1610612744,GSW,Golden State Warriors,41800222,30/04/2019,GSW vs. HOU,W,239,115,42,91,0.462,11,36,0.306,20,24,0.833,18,27,45,24,10,5,12,23,6
42018,1610612744,GSW,Golden State Warriors,41800221,28/04/2019,GSW vs. HOU,W,239,104,38,75,0.507,7,22,0.318,21,27,0.778,8,30,38,24,7,3,20,24,4
42018,1610612744,GSW,Golden State Warriors,41800146,26/04/2019,GSW @ LAC,W,239,129,47,89,0.528,10,30,0.333,25,31,0.806,7,39,46,32,6,9,10,24,19
42018,1610612744,GSW,Golden State Warriors,41800145,24/04/2019,GSW vs. LAC,L,240,121,43,96,0.448,15,39,0.385,20,22,0.909,15,24,39,31,7,3,8,23,-8
42018,1610612744,GSW,Golden State Warriors,41800144,21/04/2019,GSW @ LAC,W,239,113,42,89,0.472,12,31,0.387,17,19,0.895,11,38,49,27,5,2,13,27,8
42018,1610612744,GSW,Golden State Warriors,41800143,18/04/2019,GSW @ LAC,W,242,132,51,93,0.548,15,35,0.429,15,18,0.833,10,40,50,35,4,11,12,28,27
42018,1610612744,GSW,Golden State Warriors,41800142,15/04/2019,GSW vs. LAC,L,240,131,40,75,0.533,11,28,0.393,40,45,0.889,7,31,38,31,11,6,22,31,-4
42018,1610612744,GSW,Golden State Warriors,41800141,13/04/2019,GSW vs. LAC,W,241,121,45,92,0.489,14,30,0.467,17,20,0.85,12,42,54,31,9,14,21,22,17
22018,1610612744,GSW,Golden State Warriors,21801225,10/04/2019,GSW @ MEM,L,239,117,46,92,0.5,13,30,0.433,12,14,0.857,9,30,39,32,3,5,14,17,-15
22018,1610612744,GSW,Golden State Warriors,21801215,09/04/2019,GSW @ NOP,W,241,112,43,89,0.483,12,30,0.4,14,21,0.667,11,47,58,25,8,3,14,17,9
22018,1610612744,GSW,Golden State Warriors,21801205,07/04/2019,GSW vs. LAC,W,238,131,53,97,0.546,12,37,0.324,13,15,0.867,11,37,48,34,16,8,9,22,27
22018,1610612744,GSW,Golden State Warriors,21801191,05/04/2019,GSW vs. CLE,W,240,120,46,87,0.529,20,37,0.541,8,8,1,4,34,38,29,2,8,13,21,6
22018,1610612744,GSW,Golden State Warriors,21801179,04/04/2019,GSW @ LAL,W,241,108,43,98,0.439,18,46,0.391,4,5,0.8,9,42,51,30,11,5,14,18,18
22018,1610612744,GSW,Golden State Warriors,21801164,02/04/2019,GSW vs. DEN,W,238,116,50,92,0.543,13,34,0.382,3,8,0.375,13,42,55,36,11,11,24,21,14
22018,1610612744,GSW,Golden State Warriors,21801150,31/03/2019,GSW vs. CHA,W,238,137,53,88,0.602,21,33,0.636,10,12,0.833,10,40,50,41,7,10,15,19,47
22018,1610612744,GSW,Golden State Warriors,21801132,29/03/2019,GSW @ MIN,L,266,130,46,98,0.469,18,40,0.45,20,28,0.714,8,37,45,27,11,3,14,24,-1
22018,1610612744,GSW,Golden State Warriors,21801118,27/03/2019,GSW @ MEM,W,241,118,45,84,0.536,15,31,0.484,13,15,0.867,6,40,46,30,9,7,14,19,15
22018,1610612744,GSW,Golden State Warriors,21801101,24/03/2019,GSW vs. DET,W,240,121,46,74,0.622,13,25,0.52,16,19,0.842,7,30,37,31,3,5,13,23,7
22018,1610612744,GSW,Golden State Warriors,21801092,23/03/2019,GSW vs. DAL,L,241,91,36,90,0.4,4,30,0.133,15,21,0.714,8,28,36,22,6,2,10,22,-35
22018,1610612744,GSW,Golden State Warriors,21801079,21/03/2019,GSW vs. IND,W,240,112,44,89,0.494,13,36,0.361,11,16,0.688,10,40,50,32,6,8,15,19,23
22018,1610612744,GSW,Golden State Warriors,21801062,19/03/2019,GSW @ MIN,W,240,117,44,91,0.484,19,42,0.452,10,14,0.714,8,38,46,39,6,7,13,25,10
22018,1610612744,GSW,Golden State Warriors,21801055,18/03/2019,GSW @ SAS,L,241,105,41,88,0.466,13,39,0.333,10,12,0.833,7,36,43,27,7,6,13,20,-6
22018,1610612744,GSW,Golden State Warriors,21801038,16/03/2019,GSW @ OKC,W,238,110,39,83,0.47,15,35,0.429,17,22,0.773,8,45,53,25,10,6,16,22,22
22018,1610612744,GSW,Golden State Warriors,21801018,13/03/2019,GSW @ HOU,W,240,106,42,85,0.494,12,32,0.375,10,10,1,12,32,44,28,7,2,14,20,2
22018,1610612744,GSW,Golden State Warriors,21801000,10/03/2019,GSW vs. PHX,L,240,111,42,95,0.442,10,43,0.233,17,22,0.773,15,34,49,34,10,6,17,24,-4
22018,1610612744,GSW,Golden State Warriors,21800984,08/03/2019,GSW vs. DEN,W,239,122,45,84,0.536,18,35,0.514,14,21,0.667,7,36,43,32,11,10,17,28,17
22018,1610612744,GSW,Golden State Warriors,21800964,05/03/2019,GSW vs. BOS,L,240,95,34,85,0.4,8,35,0.229,19,23,0.826,9,36,45,26,5,2,21,24,-33
22018,1610612744,GSW,Golden State Warriors,21800938,02/03/2019,GSW @ PHI,W,240,120,41,81,0.506,14,33,0.424,24,34,0.706,4,35,39,23,14,7,13,22,3
22018,1610612744,GSW,Golden State Warriors,21800923,28/02/2019,GSW @ ORL,L,242,96,39,97,0.402,9,40,0.225,9,10,0.9,9,38,47,16,5,3,12,14,-7
22018,1610612744,GSW,Golden State Warriors,21800915,27/02/2019,GSW @ MIA,L,240,125,44,89,0.494,17,48,0.354,20,28,0.714,8,29,37,21,7,3,8,21,-1
22018,1610612744,GSW,Golden State Warriors,21800897,25/02/2019,GSW @ CHA,W,239,121,48,95,0.505,14,41,0.341,11,13,0.846,13,36,49,35,9,8,15,18,11
22018,1610612744,GSW,Golden State Warriors,21800892,23/02/2019,GSW vs. HOU,L,240,112,42,90,0.467,14,36,0.389,14,20,0.7,9,36,45,26,9,10,17,19,-6
22018,1610612744,GSW,Golden State Warriors,21800871,21/02/2019,GSW vs. SAC,W,241,125,43,94,0.457,19,46,0.413,20,24,0.833,8,41,49,32,5,11,15,26,2
22018,1610612744,GSW,Golden State Warriors,21800862,13/02/2019,GSW @ POR,L,240,107,39,97,0.402,13,38,0.342,16,18,0.889,18,31,49,26,1,9,8,26,-22
22018,1610612744,GSW,Golden State Warriors,21800852,12/02/2019,GSW vs. UTA,W,239,115,44,89,0.494,13,41,0.317,14,21,0.667,5,35,40,29,12,7,6,20,7
22018,1610612744,GSW,Golden State Warriors,21800838,10/02/2019,GSW vs. MIA,W,240,120,44,82,0.537,13,36,0.361,19,26,0.731,7,29,36,28,8,5,12,16,2
22018,1610612744,GSW,Golden State Warriors,21800822,08/02/2019,GSW @ PHX,W,241,117,41,81,0.506,10,29,0.345,25,35,0.714,9,40,49,30,5,9,18,23,10
22018,1610612744,GSW,Golden State Warriors,21800810,06/02/2019,GSW vs. SAS,W,242,141,55,95,0.579,16,34,0.471,15,21,0.714,14,38,52,42,14,5,11,20,39
22018,1610612744,GSW,Golden State Warriors,21800782,02/02/2019,GSW vs. LAL,W,241,115,43,91,0.473,11,34,0.324,18,19,0.947,7,37,44,31,4,9,10,17,14
22018,1610612744,GSW,Golden State Warriors,21800768,31/01/2019,GSW vs. PHI,L,240,104,41,88,0.466,11,38,0.289,11,16,0.688,9,28,37,30,13,7,15,19,-9
22018,1610612744,GSW,Golden State Warriors,21800745,28/01/2019,GSW @ IND,W,240,132,53,98,0.541,13,31,0.419,13,16,0.813,13,35,48,39,9,7,12,19,32
22018,1610612744,GSW,Golden State Warriors,21800732,26/01/2019,GSW @ BOS,W,240,115,37,83,0.446,12,33,0.364,29,34,0.853,11,42,53,25,8,7,14,19,4
22018,1610612744,GSW,Golden State Warriors,21800716,24/01/2019,GSW @ WAS,W,239,126,50,88,0.568,7,20,0.35,19,21,0.905,8,42,50,34,5,6,15,21,8
22018,1610612744,GSW,Golden State Warriors,21800701,21/01/2019,GSW @ LAL,W,239,130,50,98,0.51,16,37,0.432,14,19,0.737,13,37,50,41,8,6,10,27,19
22018,1610612744,GSW,Golden State Warriors,21800676,18/01/2019,GSW @ LAC,W,239,112,42,86,0.488,9,37,0.243,19,27,0.704,3,40,43,31,11,8,10,24,18
22018,1610612744,GSW,Golden State Warriors,21800663,16/01/2019,GSW vs. NOP,W,239,147,49,102,0.48,24,49,0.49,25,31,0.806,10,47,57,33,8,5,10,24,7
22018,1610612744,GSW,Golden State Warriors,21800655,15/01/2019,GSW @ DEN,W,241,142,57,95,0.6,21,39,0.538,7,10,0.7,12,38,50,38,6,4,10,20,31
22018,1610612744,GSW,Golden State Warriors,21800642,13/01/2019,GSW @ DAL,W,240,119,45,99,0.455,19,45,0.422,10,12,0.833,16,33,49,26,9,8,10,22,5
22018,1610612744,GSW,Golden State Warriors,21800629,11/01/2019,GSW vs. CHI,W,240,146,53,92,0.576,18,39,0.462,22,26,0.846,11,38,49,38,6,8,12,27,37
22018,1610612744,GSW,Golden State Warriors,21800605,08/01/2019,GSW vs. NYK,W,240,122,49,96,0.51,14,45,0.311,10,12,0.833,15,34,49,36,9,10,15,14,27
22018,1610612744,GSW,Golden State Warriors,21800583,05/01/2019,GSW @ SAC,W,242,127,47,93,0.505,21,47,0.447,12,14,0.857,12,35,47,29,5,8,13,16,4
22018,1610612744,GSW,Golden State Warriors,21800565,03/01/2019,GSW vs. HOU,L,264,134,53,102,0.52,14,37,0.378,14,15,0.933,9,38,47,33,8,6,14,19,-1
22018,1610612744,GSW,Golden State Warriors,21800548,31/12/2018,GSW @ PHX,W,242,132,46,84,0.548,14,28,0.5,26,32,0.813,7,37,44,31,7,8,15,24,23
22018,1610612744,GSW,Golden State Warriors,21800534,29/12/2018,GSW @ POR,W,239,115,40,80,0.5,12,25,0.48,23,28,0.821,5,37,42,27,9,4,12,18,10
22018,1610612744,GSW,Golden State Warriors,21800516,27/12/2018,GSW vs. POR,L,267,109,45,106,0.425,13,44,0.295,6,15,0.4,14,45,59,36,10,9,15,19,-1
22018,1610612744,GSW,Golden State Warriors,21800500,25/12/2018,GSW vs. LAL,L,241,101,38,93,0.409,9,36,0.25,16,21,0.762,7,30,37,28,5,1,13,21,-26
22018,1610612744,GSW,Golden State Warriors,21800494,23/12/2018,GSW vs. LAC,W,240,129,42,93,0.452,14,40,0.35,31,36,0.861,15,31,46,22,9,7,7,27,2
22018,1610612744,GSW,Golden State Warriors,21800484,22/12/2018,GSW vs. DAL,W,239,120,45,98,0.459,15,43,0.349,15,16,0.938,15,39,54,34,7,7,13,23,4
22018,1610612744,GSW,Golden State Warriors,21800464,19/12/2018,GSW @ UTA,L,240,103,38,95,0.4,10,31,0.323,17,18,0.944,10,38,48,18,10,9,12,21,-5
22018,1610612744,GSW,Golden State Warriors,21800449,17/12/2018,GSW vs. MEM,W,240,110,37,85,0.435,12,31,0.387,24,27,0.889,6,36,42,23,10,5,10,19,17
22018,1610612744,GSW,Golden State Warriors,21800428,14/12/2018,GSW @ SAC,W,241,130,44,96,0.458,15,40,0.375,27,36,0.75,15,45,60,32,5,0,18,23,5
22018,1610612744,GSW,Golden State Warriors,21800415,12/12/2018,GSW vs. TOR,L,239,93,39,82,0.476,6,26,0.231,9,13,0.692,5,35,40,28,5,11,19,18,-20
22018,1610612744,GSW,Golden State Warriors,21800400,10/12/2018,GSW vs. MIN,W,239,116,39,93,0.419,19,43,0.442,19,21,0.905,14,35,49,25,6,5,16,26,8
22018,1610612744,GSW,Golden State Warriors,21800377,07/12/2018,GSW @ MIL,W,241,105,40,89,0.449,19,46,0.413,6,7,0.857,6,37,43,32,7,6,17,20,10
22018,1610612744,GSW,Golden State Warriors,21800355,05/12/2018,GSW @ CLE,W,240,129,45,85,0.529,18,34,0.529,21,24,0.875,9,37,46,29,6,5,8,17,17.6
22018,1610612744,GSW,Golden State Warriors,21800344,03/12/2018,GSW @ ATL,W,240,128,48,82,0.585,13,24,0.542,19,22,0.864,6,33,39,33,10,8,20,24,17
22018,1610612744,GSW,Golden State Warriors,21800331,01/12/2018,GSW @ DET,L,239,102,39,85,0.459,6,26,0.231,18,21,0.857,8,36,44,23,6,5,14,22,-9
22018,1610612744,GSW,Golden State Warriors,21800316,29/11/2018,GSW @ TOR,L,265,128,50,103,0.485,11,30,0.367,17,20,0.85,17,29,46,27,6,5,14,22,-3
22018,1610612744,GSW,Golden State Warriors,21800300,26/11/2018,GSW vs. ORL,W,240,116,41,84,0.488,13,35,0.371,21,23,0.913,10,36,46,21,8,7,14,19,6
22018,1610612744,GSW,Golden State Warriors,21800285,24/11/2018,GSW vs. SAC,W,238,117,41,88,0.466,10,34,0.294,25,29,0.862,12,42,54,28,5,6,14,24,1
22018,1610612744,GSW,Golden State Warriors,21800277,23/11/2018,GSW vs. POR,W,241,125,48,85,0.565,17,32,0.531,12,16,0.75,6,37,43,29,11,10,15,22,28
22018,1610612744,GSW,Golden State Warriors,21800264,21/11/2018,GSW vs. OKC,L,241,95,36,83,0.434,7,29,0.241,16,24,0.667,7,35,42,24,7,10,17,18,-28
22018,1610612744,GSW,Golden State Warriors,21800238,18/11/2018,GSW @ SAS,L,239,92,35,86,0.407,5,26,0.192,17,21,0.81,10,36,46,20,6,4,11,17,-12
